71;19/05/2013 12:59;A disabled person.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;3983;0;25;;cripple;;19/05/2013 12:59;;e63tCRNyH,,,,,,,,,,
80;19/05/2013 05:26;Person of Middle Eastern descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2935;0;132;;camel jockey;;19/05/2013 05:26;;WjRbvuV3r,,,,,,,,,,
75;18/05/2013 14:31;An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;dego;;18/05/2013 14:31;dago;4cCtTWT8E,,,,
78;18/05/2013 12:52;An person of Asian descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;bug eater;;18/05/2013 12:52;;NxD7c4fDz,,,,,,,,,,
74;17/05/2013 23:55;Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;Spherical structures, particularly used in astronomical observatories;0;0;0;;domes;;17/05/2013 23:55;;x276QEUu3,,,,,,,,
74;16/05/2013 22:21;A person of East Indian origin.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;3444;10;261;;curry muncher;;16/05/2013 22:21;;x9dnZhTqw,,,,,,,,,,
74;16/05/2013 03:20;An American. (Cockney rhyming slang: Septic tank - Yank);FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;Relating to sewage;0;0;0;;septic;;16/05/2013 03:20;seppo;uk6233Z4v,,,,,,,,,,
81;14/05/2013 20:02;A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;560;0;21;;spic;;14/05/2013 20:02;;r8HcNVfbx,,,,,,,,,
70;14/05/2013 19:46;A black person, particularly a black woman, from the Ubangi people of Africa;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;4;0;0;;Ubangee;;14/05/2013 19:46;Ubangi;C2hTa8h7f,,,,,,,,
70;14/05/2013 19:45;A black person, particularly a black woman, from the Ubangi people of Africa;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;Ubangi;;14/05/2013 19:45;;x98eutUZ6,,,,,,,,
79;14/05/2013 04:08;A person of Samoan descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;[1] A type of fish [2] Single;0;0;0;;sole;;14/05/2013 04:08;;NjeXPEqp4,,,,,,,,,,
87;14/05/2013 00:24;A term used for an African American, or other person of African descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1454;2;106;;spear chucker;;14/05/2013 00:24;;jY6nXuhkC,,,,,,,,,
77;13/05/2013 17:20;[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Ice crystal;0;0;0;;snowflake;;13/05/2013 17:20;;C6zJ9deuf,,,,,,,,,
86;13/05/2013 16:10;Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;Facial projection, particularly of a dog;0;0;0;;snout;;13/05/2013 16:10;;4fqHMzaMN,,,,,,,,,
92;13/05/2013 06:49;A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Glow;0;0;0;;shine;;13/05/2013 06:49;;ZDdXmD8Gn,,,,,,,,,
92;13/05/2013 06:49;A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A black eye;0;0;0;;shiner;;13/05/2013 06:49;shine;JPetE3wVv,,,,,,,,,
83;13/05/2013 04:30;A person of Asian descent, particularly Vietnamese or Chinese.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Inclination;0;0;0;;slope;;13/05/2013 04:30;;Gb8fYPryv,,,,,,,,,
93;12/05/2013 22:21;A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Angle or slope;0;0;0;;slant;;12/05/2013 22:21;;6cpYWyJwz,,,,,,,
45;12/05/2013 14:30;A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;[1] Avoid [2] A form of walking [3] A boat;0;0;0;;Skip;;12/05/2013 14:30;;Kh3CmA8cX,,,,,,,,
94;12/05/2013 02:10;A Caucasian;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A spirit;0;0;0;;ghost;;12/05/2013 02:10;;rHeEAZ3cH,,,,,,,,,,
100;11/05/2013 21:43;Derogatory term for a person from the Middle East, Arab, South Asian world;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;5045;0;113;;sand nigger;;11/05/2013 21:43;;D29BRfCeD,,,,,,,,
86;11/05/2013 21:29;In Australia, an Aboriginal woman.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An alcoholic beverage;0;0;0;;gin;;11/05/2013 21:29;;yAk7n8Vf7,,,,,,,,,
71;11/05/2013 14:41;A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;86;0;3;;ginzo;;11/05/2013 14:41;guinea;8eKazXj7K,,,,,,,,,
73;11/05/2013 10:31;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;gipp;;11/05/2013 10:31;gyppo;gdK4ANJCC,,,,,,,,,
93;10/05/2013 21:48;A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;911;3;72;;slant eye;;10/05/2013 21:48;slant;3W7xBnyHz,,,,,,,
85;10/05/2013 17:10;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;stovepipe;;10/05/2013 17:10;;hEpw7KCWY,,,,,,,,,,
82;10/05/2013 04:55;A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;[1] A person's name [2] A type of candy;0;0;0;;Taffy;;10/05/2013 04:55;;HQYe6AWkd,,,,,,,,
78;10/05/2013 01:07;A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;sucker fish;;10/05/2013 01:07;;vKFx9AKJ2,,,,,,,,,
83;09/05/2013 21:59;A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;[1] A color [2] A suntan;0;0;0;;tan;;09/05/2013 21:59;;dcAChG8fa,,,,,,,,
87;09/05/2013 12:50;A black child.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1054;0;13;;tar baby;;09/05/2013 12:50;;TdCNNwnc7,,,,,,,,,,
74;09/05/2013 05:40;A black person. [19th century];FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A vessel for steeping tea;0;0;0;;teapot;;09/05/2013 05:40;;kNk3N82pn,,,,,,,,,,
90;08/05/2013 21:19;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;6045;0;261;;gypo;;08/05/2013 21:19;gyppo;p2Q4DVrg2,,,,,,,,,
90;08/05/2013 18:04;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;6;0;1;;gyppie;;08/05/2013 18:04;gyppo;XXdW2zZkG,,,,,,,,,
71;08/05/2013 18:03;[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;tenker;;08/05/2013 18:03;tinker;G2we6H8cq,,,,,,,,
81;08/05/2013 02:49;Denotes a person that is half African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;196;0;14;;halfrican;;08/05/2013 02:49;;EtUbqU7PQ,,,,,,,,,,
94;07/05/2013 14:29;A Tamil.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A predatory cat;0;0;0;;tiger;;07/05/2013 14:29;;eZPvn8GaM,,,,,,,,,,
84;07/05/2013 00:47;A rural person.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;517;0;0;;hick;;07/05/2013 00:47;;rhcgFhXq2,,,,,,,,,,
79;07/05/2013 00:12;A Jewish person, derived from the word 'Hebrew'.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;407;0;11;;heeb;;07/05/2013 00:12;hebe;wXVQnN6cF,,,,,,,,,
100;06/05/2013 21:00;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;55;0;1;;thicklips;;06/05/2013 21:00;;kqm3TCyV6,,,,,,,,,,
81;06/05/2013 20:08;[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;To experiment or attempt to fix;0;0;0;;tinker;;06/05/2013 20:08;;EpNURj98c,,,,,,,,
86;06/05/2013 20:08;[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;tynkere;;06/05/2013 20:08;tinker;ef9M3d2ek,,,,,,,,
74;06/05/2013 19:10;A person of German descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;;heinie;;06/05/2013 19:10;;EF7TgMVHu,,,,,,,,,,
79;06/05/2013 09:34;A derogatory term for Afrikaners;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;48;0;0;;hairyback;;06/05/2013 09:34;;fZ3Ubuaqh,,,,,,,,,,
90;06/05/2013 08:29;German slang for a British person, particular a soldier.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;;Tommy;;06/05/2013 08:29;;kwnqV7VYc,,,,,,,,,
71;06/05/2013 05:10;A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;3171;0;111;;honkie;;06/05/2013 05:10;honky;aMp264eJn,,,,,,,,,
"75;06/05/2013 04:59;""[1] A German", especially a German soldier; popular during World War I. Derived from a speech given by Kaiser Wilhelm of Germany to the German contingent sent to China during the Boxer Rebellion in which he exhorted them to 'be like Huns' (i.e.," savage and ruthless) to their Chinese enemy. [2] A Protestant in Northern Ireland. [3] A member of the British military in Ireland ('Britannia's huns')."";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;An aggressive", Asian nomadic people from the 4th and 5th centuries;0;0;0;;Hun;;06/05/2013 04:59;;UZeX882xC,,,,,,,
82;06/05/2013 00:14;[1] A Hungarian. [2] A person of central or east European birth or descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;Handsome;0;0;0;;Hunky;;06/05/2013 00:14;;8ab7X9AMJ,,,,,,,,,,
99;05/05/2013 23:34;A black Jew, from the combination of Hebrew and 'bro'.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;204;0;8;;hebro;;05/05/2013 23:34;;hAB3NpaED,,,,,,,,,
52;05/05/2013 13:48;A Caucasian of low class or limited income.;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Garbage;0;0;0;;trash;;05/05/2013 13:48;white trash;UgEye7Ew3,,,,,,,,,,
100;05/05/2013 13:44;A person of mixed Hispanic and black parentage.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;118;0;16;;spigger;;05/05/2013 13:44;spickaboo;WVqQvFzk6,,,,,,,,,,
85;05/05/2013 07:59;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;ike;;05/05/2013 07:59;ikey;mhG8EX3vA,,,,,,,,,,
85;05/05/2013 03:53;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;ikey;;05/05/2013 03:53;;U27bHMdec,,,,,,,,,,
80;05/05/2013 01:06;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;iky;;05/05/2013 01:06;ikey;bf49AdvQ4,,,,,,,,,,
82;04/05/2013 18:46;[1] A Hungarian. [2] A person of central or east European birth or descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;;Hunkie;;04/05/2013 18:46;Hunky;hwBwTB4Dr,,,,,,,,,,
89;04/05/2013 14:31;A Hungarian-Polish person.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;;Honyak;;04/05/2013 14:31;Hunyak;2j83kP8xD,,,,,,,,,,
90;04/05/2013 09:43;[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A dessert snack;0;0;0;;Twinkie;;04/05/2013 09:43;;pGXZ28ajY,,,,,,,
72;04/05/2013 08:49;A Jewish person, derived from the personal name Hyman (from the Hebrew name Chayyim). Jesse Jackson provoked controversy by referring to New York City as 'Hymietown' in 1984.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;US;eng;;579;0;15;;hymie;;04/05/2013 08:49;;Dqfdv8tFE,,,,,,,,,
89;03/05/2013 13:29;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;4420;0;218;;nicca;;03/05/2013 13:29;nigger;cA7nT7xG8,,,,,,,,,,
86;03/05/2013 13:24;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2665;0;136;;moon cricket;;03/05/2013 13:24;;V2vVDr4n9,,,,,,,,,,
99;03/05/2013 13:19;A black person (referencing stereotypical hair type).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;3;0;0;;Velcro head;;03/05/2013 13:19;;z2DNk9EWv,,,,,,,,,,
99;03/05/2013 13:17;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;3172;0;55;;jiggaboo;;03/05/2013 13:17;jigaboo;9VY2n2aKw,,,,,,,,,
68;03/05/2013 02:45;A Muslim.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;One who engages in Jihad;3149;0;40;;Jihadi;;03/05/2013 02:45;;bEEufdZ9M,,,,,,,,,,
100;02/05/2013 15:20;A Native American.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;18;0;0;;timber nigger;;02/05/2013 15:20;;n2Ry3Y9DQ,,,,,,,,,,
97;02/05/2013 05:29;A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;968;0;25;;darky;;02/05/2013 05:29;;4yMfGkZxX,,,,,,,,
89;02/05/2013 05:18;A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;916;0;35;;coon;;02/05/2013 05:18;;4Y79rwpux,,,,,,,,
87;02/05/2013 05:18;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1973;0;79;;jungle bunny;;02/05/2013 05:18;;dVEFpbV6b,,,,,,,,,,
34;02/05/2013 03:42;Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;An insect;0;0;0;;WASP;;02/05/2013 03:42;;2Mc48YVB3,,,,,,,,,
77;01/05/2013 16:54;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A darkening of skin pigmentation due to exposure to the sun;0;0;0;;suntan;;01/05/2013 16:54;;MK3EjqrKZ,,,,,,,,,,
56;01/05/2013 02:04;[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A chocolate derivative;0;0;0;;white chocolate;;01/05/2013 02:04;;rDwdXGUz3,,,,,,,,,,
92;30/04/2013 14:40;A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;;tunnel digger;;30/04/2013 14:40;;FPd6HAGn3,,,,,,,,,
95;30/04/2013 10:54;An Irish Traveller.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;IE;eng;;4795;0;73;;knacker;;30/04/2013 10:54;;4A8RQr7kj,,,,,,,,,,
88;30/04/2013 10:36;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1609;0;73;;whigger;;30/04/2013 10:36;white nigger;eqQYWFny7,,,,,,
99;30/04/2013 04:26;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;4238;0;295;;wigga;;30/04/2013 04:26;white nigger;J7dPE7gev,,,,,,
99;30/04/2013 02:20;[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;4337;0;169;;wigger;;30/04/2013 02:20;white nigger;D46u6GJ24,,,,,,
82;30/04/2013 00:29;A Caucasian who emulates, or associates with, Chinese people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A deliberate blink of one eye;0;0;0;;wink;;30/04/2013 00:29;;4pjPavPE7,,,,,,,,
80;29/04/2013 16:58;A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;437;0;15;;wog;;29/04/2013 16:58;;AnT64KuWU,
74;29/04/2013 15:08;A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;367;0;18;;wop;;29/04/2013 15:08;;QP3aN4ZKR,,,,,
71;29/04/2013 08:54;A person of mixed Caucasian and Mexican parentage.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;375;0;24;;wexican;;29/04/2013 08:54;;qNw68xaxX,,,,,,,,,,
90;28/04/2013 20:39;A person of Asian descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A color;0;0;0;;yellow;;28/04/2013 20:39;;Xt2TjYY4T,,,,,,,,,,
98;28/04/2013 18:13;A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.);FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;yid;;28/04/2013 18:13;;xTePW64Bz,,,,,,,
